j1, j2, j3, j4, j5, j6, j7,
-1.6341,-1.6159,0.35499,-1.40271,-1.93946,0.772227,-1.68884,
-1.57989,-0.338739,-2.3031,0.333817,-0.683639,1.69508,2.69879,
-0.280542,-0.0554175,-2.70997,-0.195336,0.559187,-1.18383,0.336356,
2.53579,1.20568,2.91842,2.07824,-1.88051,0.858309,1.4745,
0.0324114,0.465775,-2.2614,0.875896,-0.143071,-0.316414,-0.671861,
1.84605,0.357398,2.15213,-0.205046,-1.80395,-1.93477,2.6779,
0.620724,0.35606,1.40139,-0.25715,1.39648,0.386456,-1.96148,
1.36352,2.03435,1.19164,0.657901,2.8654,-0.216163,-2.69875,
1.36394,1.11571,1.53199,-0.199822,-2.41618,-0.467048,3.00143,
2.39866,0.710353,0.780885,-0.537623,2.57626,2.03224,1.63007,
1.63795,1.02557,-1.6048,1.86189,2.64528,-1.01561,-2.3613,
-1.13428,-0.296899,-1.09402,1.10753,2.46084,1.2378,-2.88928,
-1.98934,-0.875843,-1.08482,1.32811,1.7693,-1.50537,-2.27943,
0.908139,0.0549569,-1.51745,0.510269,-0.367969,1.77346,-1.08077,
-0.769726,-1.22353,2.78821,-1.74394,-2.86539,-0.546133,2.72088,
-0.403153,-2.01773,-2.7271,1.55513,-0.668435,1.0417,-2.36807,
-0.669896,0.00235867,-1.34595,0.866949,-2.70731,-1.17966,1.20471,
-1.05847,-1.49677,-2.51581,0.17105,-2.63485,-1.39664,1.33702,
1.48891,1.97911,0.0162209,1.11066,-2.96367,-0.433176,-1.02392,
-0.0494978,1.08887,0.475439,0.859794,-0.0119272,0.709874,0.249705,
-0.809602,-1.40856,-1.70647,0.930102,1.06502,0.826205,-0.462864,
1.54461,0.752444,-2.34283,0.497335,0.0665126,1.70998,0.838265,
1.46329,0.251929,0.219082,-1.249,1.14444,1.68564,-2.20501,
-0.371011,-0.827529,2.34574,1.36984,-2.059,1.52597,2.43839,
-0.722284,-1.39081,-0.816806,-0.934876,-1.40372,-1.89315,-2.76559,
-0.683492,-1.00724,0.913795,-1.4278,-2.4747,-0.266341,0.394347,
-1.41809,-1.23078,2.63725,0.726649,-0.913507,0.818606,-2.72957,
2.31942,1.91465,2.92776,-0.277998,2.70438,-1.23947,-0.740697,
0.0890233,0.797146,-0.478428,1.91137,0.774806,1.84652,1.38045,
0.017442,-0.414608,-2.76169,0.0114723,1.53307,-1.45128,-2.60518,
0.0299694,-0.988874,1.53054,0.00588264,1.6018,-1.41234,1.28568,
1.34455,-0.139449,2.18508,-1.8037,-0.17548,0.331945,-2.80682,
1.89512,1.3845,-1.39174,-1.79648,-0.935348,0.213775,-1.998,
-1.5247,-1.80253,-1.45481,-1.40463,0.144261,0.50287,-2.89919,
-2.48582,-1.61863,0.540928,0.857494,1.43973,-1.19038,1.24006,
-1.20797,-0.129083,-2.19702,1.35425,0.293968,-0.00182812,0.120638,
2.5193,0.755428,0.0738728,-1.58788,-0.213586,-1.32977,-2.26599,
1.7421,0.425086,2.73818,-1.26617,1.10721,1.86583,-3.04895,
1.84095,1.25663,-0.321826,1.77732,2.5262,-1.73849,-2.03391,
1.21093,0.537282,2.2143,0.393546,2.60347,-1.13281,2.0405,
-0.764754,-0.658918,-1.62153,-1.4976,2.76365,-1.27389,2.43268,
-2.62903,-1.7191,2.79637,1.92686,0.655671,1.2341,-1.89537,
1.04148,0.625869,-0.866485,-0.752066,1.01965,0.671989,-0.479308,
-1.40181,-0.791283,-1.51383,-1.36474,-1.23103,-1.87944,-1.32598,
-1.78969,-0.917669,2.87635,0.794265,2.17414,-0.91726,-2.71043,
2.88931,1.00578,-1.28454,-0.178562,0.0455011,0.814643,1.42143,
1.05748,1.05687,1.927,-1.70287,0.954527,0.278296,2.29996,
-0.112338,-0.783589,0.403361,0.656913,-2.66296,0.373844,-1.09808,
-0.538987,-1.25134,1.74613,-1.51168,-0.138663,-0.670777,1.21419,
-1.85471,-0.502957,-2.77659,-0.436982,-2.52759,1.86422,-0.0572193,
-2.85366,-0.0707123,-1.94551,-0.453367,-2.34315,-0.374678,0.359875,
-1.50988,0.13506,0.198575,-0.358144,0.548431,0.430987,-0.112974,
-2.12856,-0.358374,-1.13463,-0.0733554,1.5196,-1.6108,-3.01048,
-0.683096,-0.248563,-0.676022,1.4355,-1.91326,1.24544,-1.1498,
-0.13709,0.265599,0.437553,-1.33059,0.40211,-0.0886085,-0.313352,
1.99465,0.0974733,-1.85232,1.29453,1.07984,0.781952,-1.35771,
-1.65785,-0.94961,-2.32679,2.07407,-2.33944,0.170619,2.02447,
-1.80388,0.460496,1.26862,1.1521,-1.57833,-0.137221,0.707371,
-2.31008,-1.03475,0.960121,-1.51517,0.215408,-1.52326,0.429358,
-0.221337,-0.937032,-0.838354,-1.81457,-0.736702,0.527103,-2.19528,
0.694109,-0.371781,1.90018,0.462294,2.83876,-0.642355,-1.62643,
-0.791329,-0.579943,0.237864,-0.8975,-0.361408,0.568356,2.63465,
-1.25397,-1.12905,-2.30009,1.15825,-1.86886,0.79965,0.62212,
-0.20501,0.131228,1.00923,0.929546,-0.497112,-0.85313,-1.06004,
0.749755,0.0344225,1.94001,0.616427,-0.942523,-1.02092,1.58097,
2.40077,1.28323,2.40936,-0.764284,2.80305,1.0191,1.99427,
2.00813,0.419544,-2.51301,0.293843,1.38719,-0.844991,3.04496,
-0.133263,-0.585928,-1.74058,1.01295,2.7221,-1.03713,1.74025,
1.93268,-0.0771355,-1.60505,0.849767,1.80711,-0.0841931,-0.732377,
2.55473,0.402311,-2.37937,-1.73109,-0.242035,1.10179,3.03362,
1.80917,0.244779,2.1455,-0.372985,-0.862387,-0.288559,-2.9721,
0.490734,-0.174869,1.93643,0.631099,0.0617379,-0.767253,0.992725,
-0.550606,-0.145759,-1.36465,-0.720438,-1.80585,-1.88829,1.68743,
-2.13446,-1.63937,-1.61073,-0.537787,0.168215,-0.626673,0.538947,
0.358585,-0.966762,-2.07959,1.82857,2.95736,-1.86412,-2.6756,
1.58551,1.76089,-1.71149,-0.258346,-0.117071,1.28871,1.51465,
0.326512,0.295502,-1.23286,-0.893617,-0.480895,0.888169,-0.545916,
-1.47608,-1.28419,-2.85473,2.09002,-1.75209,0.943528,2.28348,
2.82742,1.31604,-1.27996,-1.39667,-0.737982,0.947235,-0.562531,
0.543473,-0.644388,-1.0926,1.22293,1.6218,-1.43454,2.12336,
-2.07722,-1.10868,0.89927,1.09506,-1.04173,0.955857,-0.918532,
1.5521,0.682954,-1.57705,-0.523259,1.55615,-1.49026,2.57858,
-1.8237,-1.52506,2.79562,-0.734941,-0.310389,1.62534,2.30713,
-1.12569,-1.15117,0.775352,1.00171,-1.21711,-1.22754,0.462083,
-1.75317,-0.635827,0.302779,-1.37467,-2.23414,1.80111,-1.40846,
-2.88977,0.749081,0.601646,0.269133,1.20864,-1.37355,-2.8063,
-2.78835,1.04417,0.256292,1.20406,-2.31157,1.21475,-0.332764,
-2.83695,0.130753,-0.875927,0.513135,-2.1464,1.56583,0.83396,
-1.67293,0.0826158,0.0310942,0.469588,0.931765,1.17803,-0.758287,
-0.0971069,-1.97439,1.22535,-1.19804,-2.03207,-1.67687,-2.12733,
-1.21986,-1.14921,0.653956,-0.718646,0.550018,1.68042,1.89882,
-1.91566,-0.974778,-2.7625,0.0507505,1.58141,0.901583,0.981255,
2.66405,1.03309,-1.76851,-1.11642,-1.68456,0.0776084,-0.910696,
-2.88719,-1.42135,1.32894,0.567876,1.71426,-1.06655,-2.35272,
-2.60972,-1.54148,2.2665,1.33358,-0.505797,1.50273,-1.24059,
-1.67254,-1.82637,-0.708336,-1.48924,2.90733,1.56647,2.68542,
2.34812,1.98896,2.77424,-0.880525,-1.46453,-0.0639633,1.3616,
-2.28442,-1.7387,-2.55443,1.44893,0.158936,-0.345415,2.04396,
0.853582,-0.530307,-1.00962,1.87014,2.02656,-2.01192,1.8908,
-0.491238,-0.805279,-1.18335,-1.35719,-2.19771,-1.47868,1.52803,
-2.01765,-0.890366,1.8383,0.839469,-1.75106,0.518691,0.744047,
0.341921,-1.05116,-0.140272,0.583404,0.493058,0.723895,1.91389,
-1.85859,0.394401,1.54003,0.461815,-0.760637,-1.97955,0.740303,
-0.287253,0.134729,-1.18574,1.38987,2.41912,-0.0358775,-1.40636,
2.12336,0.666628,2.56448,1.4994,-0.968675,0.108478,-0.137294,
0.104121,0.0156462,-1.91191,-0.706767,-0.484779,0.925342,-0.0119481,
-0.12978,0.192183,0.341076,0.507367,-1.25796,0.968774,-0.478723,
-0.467689,-1.32966,2.60365,-1.84669,-2.27813,-1.54667,2.76569,
1.41942,-0.0396219,2.26718,-1.41371,-1.43258,-1.25169,2.12821,
1.85198,1.44866,-2.96209,-0.557805,2.15045,1.08796,2.42196,
0.609861,-1.21998,-2.43915,1.76998,0.0113815,1.04404,-1.06051,
-0.0861336,0.0727526,-2.84149,-0.43292,2.01323,-0.512818,1.70899,
2.59817,1.59201,-0.569255,2.0469,0.916022,-0.897666,2.37147,
1.38931,1.27833,0.0314784,-0.914628,-1.13414,-1.45164,-2.02575,
-0.293679,0.208849,0.0194235,1.85251,-1.89407,0.399868,1.89186,
0.191258,0.827926,2.61401,-1.00639,0.561777,-1.42175,-1.02823,
1.46324,1.16714,0.579872,-1.90912,1.9759,-1.70533,-0.953776,
0.472384,-0.957709,-0.950008,-0.143201,2.24847,1.82452,2.24548,
-1.44792,-1.56913,1.57343,-0.0791016,-0.152512,-1.77145,-1.77429,
0.472935,1.34391,0.392672,-1.35552,-1.35976,0.129199,-2.14102,
2.24852,1.09217,0.881739,-0.366339,1.79036,1.22193,2.57599,
0.94996,1.07966,-2.49773,1.1156,-1.51835,-1.38506,-0.837009,
2.21808,0.841035,1.1797,-1.06404,0.668748,-1.62239,-1.24276,
-0.86818,-0.339809,-0.742789,0.792721,-1.4998,1.28607,2.06075,
-2.85777,-0.971259,-1.12431,0.609079,0.281907,0.441086,0.765283,
-0.879074,-1.6372,0.105281,-1.93665,1.29818,1.56446,-2.12494,
-2.01642,-1.61446,-1.35769,-0.293476,2.42461,-2.00545,0.480804,
-2.90091,-0.854552,1.1852,-0.444923,2.85659,0.121036,0.742803,
0.617522,0.463265,-1.19648,0.256994,-0.52294,-1.59566,3.03667,
2.02685,0.199621,-1.16933,0.238958,-0.777218,0.630879,-2.69045,
0.342666,1.3684,-1.59543,-0.495908,0.93961,0.983154,0.0311398,
0.215703,-1.31816,-1.64598,0.807662,-2.31057,1.80651,1.07173,
-1.84292,-0.0940932,-0.850298,-1.05584,0.895248,-1.6278,-2.99124,
-2.47655,-1.63143,-1.60995,-1.87235,-0.390189,1.13962,2.28882,
1.38232,-0.736198,-2.40252,1.92656,-0.600541,-1.65596,-0.930243,
-2.90514,-0.187775,1.97886,1.03611,1.46448,0.686913,0.523366,
-2.03218,-1.05581,-2.65816,0.139841,1.5067,-0.230785,-1.58144,
2.01388,1.88017,-1.22283,-1.63606,1.16535,1.58919,3.00906,
-1.0231,-1.05472,0.708593,-1.85429,-1.29777,0.630382,-2.92528,
-0.475022,-0.442652,-1.32119,1.90689,-1.46993,-0.993504,1.31838,
-2.36893,0.520057,-0.803782,-0.566625,-0.575854,1.60086,-2.37594,
-2.12276,-1.44637,0.302193,0.609941,2.64625,1.06496,-1.94814,
0.532268,-1.13131,-2.16367,0.815626,-1.07887,-1.15307,1.79334,
-0.25331,-1.59697,-0.895363,-0.741004,1.00216,-1.36576,0.545051,
-2.29145,-0.377732,-2.59009,-0.18538,-0.618452,-0.00861352,-1.21644,
0.0564074,-2.08354,2.8598,0.490421,1.49121,-0.101643,-0.906822,
0.713227,-0.905766,1.49353,-0.213404,1.01556,0.186495,2.23047,
1.27146,0.716841,1.00777,-1.36581,-1.3231,1.38803,0.0756122,
-0.728715,-0.849206,0.680208,1.49864,-0.398893,-1.38762,0.690043,
-2.2461,0.706476,1.66691,0.845968,1.65108,-2.0372,2.54055,
0.3361,-1.55828,-2.16054,1.87597,0.709009,-0.419375,-1.97139,
-0.873669,-0.880621,1.49405,-0.980008,1.1923,-0.53957,2.46784,
-2.25383,-1.07347,-2.75431,-1.56257,0.620329,-0.151511,-0.188026,
-2.74351,-0.944125,2.08744,1.30356,-1.22017,0.632466,-0.872084,
0.0946457,-0.997299,2.35743,0.153372,0.437289,-1.90728,2.18409,
0.545525,1.05467,-0.148953,0.547938,-2.95605,-1.64215,-0.607441,
1.11546,0.372271,-0.838703,-0.751333,-2.44736,0.316327,2.1244,
-0.135605,0.674825,-2.09491,1.35179,-0.145943,0.938118,0.276623,
0.831535,0.616041,-2.61508,-0.459459,2.6731,-1.3626,3.00665,
2.2552,1.24654,-0.702422,1.2661,0.977919,-1.88723,0.724205,
1.01226,-0.446494,-1.69999,0.0595119,0.334677,0.150288,1.19686,
2.79486,0.716777,0.995565,1.51768,1.90762,-2.08333,-1.51938,
-2.02434,-1.39537,1.46986,-1.43057,0.461368,-0.799245,2.83479,
1.94743,0.549552,-2.91629,2.07418,2.77852,2.01179,-1.15126,
-0.501763,-1.96614,-2.75407,1.98439,-2.68452,-1.71977,-1.38942,
-0.255915,-0.328411,-1.58947,-0.147637,1.48626,1.73544,2.61196,
-2.59365,-1.70774,-0.501815,-0.103474,2.0625,1.14949,2.60067,
2.65435,1.57886,2.92448,-1.15434,1.27279,-1.0035,-0.575106,
-0.161317,-1.07357,-1.23713,0.728459,0.294753,1.75462,-0.834792,
-2.1459,-1.15164,0.517842,-1.20196,-0.0206419,1.37409,0.920357,
0.929445,1.47701,2.82361,-0.534703,1.28084,1.67558,-0.574674,
-0.981467,-0.821183,-1.64379,0.886844,-2.90062,1.98571,-2.94492,
-0.907732,-1.24829,1.6975,1.48849,-1.49913,-0.107459,2.78278,
0.145306,-1.19515,-2.4942,-0.698497,2.34192,0.169416,-2.94447,
2.24417,0.992832,-2.28054,-0.682772,-1.91442,-0.536843,-1.69982,
-0.137605,0.567036,0.524289,-1.35419,-1.43044,-1.34876,-2.24461,
2.58137,0.774749,1.6552,-0.136861,-0.816601,-1.05988,-1.336,
2.25961,0.175531,1.65673,0.770259,2.21935,0.522262,0.582042,
0.135849,1.462,1.43833,1.69218,1.86551,-0.678605,0.411872,
2.65553,-0.0220004,0.291585,1.52912,-1.2944,-0.99147,0.475894,
-1.79888,-1.92697,1.71778,-1.19693,1.58166,0.191473,2.78621,
-1.75118,-1.77039,1.84913,-0.705903,1.53425,0.735514,-0.833671,
-1.95042,-1.66309,0.295296,-0.783204,2.36048,-1.30678,-0.0461172,
-0.592874,0.157718,0.200572,1.235,2.16876,0.710831,0.0661474,
-2.3384,-0.148308,1.07168,-0.523013,0.399106,0.0403855,-0.0779286,
-1.84019,-0.912018,-1.26745,0.727555,1.84494,1.99805,-1.97892,
1.02569,0.919111,-0.674483,1.63656,2.15178,-2.01443,1.65231,
0.470037,-1.30452,1.98297,-0.221464,-0.439887,0.57652,-2.21694,
0.708318,-0.984743,1.07972,-1.93807,-0.817917,2.05143,-2.31733,
1.22277,1.63064,-1.03867,-0.515152,-1.86643,-1.26482,2.31583,
1.15647,-0.160175,-0.657402,-1.32835,0.941445,-0.0742965,-0.975096,
2.54024,1.4603,-1.08675,0.931913,-1.33773,1.25114,1.35447,
2.51802,1.32641,-0.252726,-0.342544,-2.30959,-0.0310409,-0.202087,
0.0980609,1.51858,1.76812,-0.232608,-2.30097,-0.960855,1.12264,
1.08662,1.96486,-0.239371,1.86973,0.223715,0.740759,-2.63832,
2.01717,0.0512413,2.14477,1.11907,2.22633,0.665779,-1.1078,
2.90183,1.81718,-1.03587,1.41235,-0.905533,0.81675,-2.00332,
1.67931,-0.189563,-1.46897,0.15766,0.629199,-1.81958,-0.71107,
-0.761793,-0.649107,1.021,0.0300596,-0.542094,0.412736,3.01543,
1.30386,1.82563,-0.986449,0.498714,1.37443,0.435925,-0.58132,
0.440747,0.296328,-0.0651355,0.817303,-1.23027,-0.418068,-2.88528,
0.90318,-0.379279,1.22547,-1.05242,-2.46225,0.373483,2.35284,
-1.11396,-1.53868,-2.67606,-0.859577,2.57802,1.75116,2.25325,
0.527145,0.0775377,0.72539,-0.984,-2.87675,0.0403836,-2.41612,
-2.90561,-1.07345,-0.941531,0.226024,-2.60446,-0.900228,0.678833,
0.291253,-0.706141,-1.21296,0.849968,1.85333,1.23993,1.54597,
-1.48653,-0.22012,-0.013249,0.486014,-1.12519,1.10913,-2.5685,
-2.63583,0.774518,2.61066,1.90912,-0.738738,0.464561,1.49489,
-1.23667,-1.56628,-2.73187,-0.492922,-1.36673,0.405096,-2.64319,
1.50665,-0.129391,0.55796,0.0817215,1.67596,-0.133611,0.0911162,
1.90821,1.58754,-2.67188,0.143072,-2.07007,-1.66149,0.152782,
-0.0424446,-0.496219,1.60034,-0.599186,-1.67869,-1.16505,-1.30168,
-1.42154,-1.07737,-0.410252,0.394584,-2.20057,1.76994,0.21738,
-1.68422,-0.0117261,-1.62271,-0.459451,-0.467256,0.839083,-2.38299,
-2.33701,-1.87928,-2.14753,1.46837,0.989562,1.58769,-2.63067,
1.71294,-0.126382,-0.458186,0.606278,0.00448221,-0.490222,-1.11599,
0.405286,-0.840552,2.59292,-0.848179,0.0570285,-0.316122,-1.22271,
-0.226389,-1.08152,1.54893,0.102378,-2.63106,0.0587351,-0.263168,
-1.99889,-1.24826,1.32989,-2.02387,-1.91378,0.456557,-1.50864,
-0.0377649,-0.657876,0.880446,1.4753,-0.520331,-0.827114,-3.00325,
-0.553949,-0.919333,2.57133,0.142747,1.08962,0.83703,-0.434829,
2.07243,0.199436,1.48517,-0.672204,2.14544,-1.64576,-0.786778,
1.39757,0.473155,2.4502,0.517437,-0.188103,1.42547,0.89079,
1.74853,1.49297,-1.22238,2.07893,1.52128,-1.5101,-2.22296,
-0.198421,0.371387,-1.99845,0.164463,-0.370074,-1.27075,-2.32399,
-1.78438,-0.593099,0.00586152,-1.24,2.36839,1.83161,-1.65576,
0.0291602,0.31566,-0.928374,0.457342,-0.974538,0.4123,-0.596508,
-2.21558,-1.10792,0.285086,0.315482,-2.68713,-1.04858,-0.693518,
-0.837805,-1.60775,-1.72044,-0.332448,0.682849,-0.210685,0.239211,
-2.79231,-0.496151,-2.62326,-1.49353,-2.88853,0.72865,-1.25795,
-2.39089,-0.0937239,-1.03114,-1.26089,2.0571,-1.55965,0.668391,
-2.61992,0.0955198,-1.47428,-1.78432,1.959,1.66091,2.48183,
-0.721012,-0.548106,-2.67011,-0.566182,2.68412,0.466237,-0.307482,
0.11388,-0.53306,-1.98431,1.98663,-0.186838,0.21133,-2.12321,
-1.32178,-1.23922,1.54587,-0.0160771,-0.28888,2.03964,1.25459,
0.402468,-1.41614,-1.4414,1.52078,-1.00772,1.32197,2.99893,
0.594327,-1.41531,-0.213161,-0.388684,0.643027,1.33876,1.14273,
-1.19223,0.0520126,-2.1152,0.607017,0.294837,1.82427,1.95503,
-0.920817,-1.25208,0.615286,0.392077,1.24723,0.228021,-0.373104,
0.188812,-0.379842,-0.534876,-0.943569,0.501575,1.24769,-0.855969,
-2.01712,-0.679812,2.30605,-0.444597,-0.843979,-0.779849,1.95963,
-2.66012,0.34379,1.69367,-0.153678,0.259693,0.228174,0.971495,
0.732161,-0.0870761,1.81152,0.439622,0.519612,-1.2698,0.373842,
0.316994,0.320664,-0.688871,1.65688,-2.54644,-0.684754,1.39394,
2.71425,0.225015,2.71103,0.0913048,-1.6451,1.32912,-2.42643,
1.73862,0.303367,0.503676,1.02436,-0.852795,-0.415023,-1.59496,
0.857014,1.54161,-2.60866,-0.80325,0.4906,-1.69007,-1.61366,
-0.440881,-1.80603,-2.48014,1.84729,-1.44786,0.224344,-2.78384,
-2.59096,0.429172,-0.637469,-1.46783,0.469858,1.67153,2.97033,
-0.835808,-0.3483,-1.58715,-1.3908,0.137828,-1.13529,-0.466159,
-2.66029,-0.963777,-1.86869,-0.601133,1.49875,-1.99575,1.39163,
-2.81637,-1.95048,-2.45312,1.25777,-1.78608,-0.7357,-1.74612,
0.645824,-1.6774,0.413605,-1.02852,0.471401,0.313873,-1.59227,
1.4394,-0.375084,-2.83281,0.233761,-2.76136,-0.444167,-1.43319,
-0.744733,0.217294,-0.589216,1.01583,-0.747468,0.232354,-2.26956,
-2.38745,-1.63778,0.832482,0.909651,-0.318263,0.19537,1.21456,
1.63274,0.671065,-2.41979,-0.211877,-2.51582,1.38077,2.34347,
0.709947,0.54574,-0.31941,-1.27113,-0.938437,0.462025,-1.81351,
-0.617721,-0.306935,2.53421,-1.9268,2.02094,0.853865,-2.83335,
2.63217,1.53615,-1.6165,1.23757,-0.22347,0.782362,-1.8094,
1.48799,0.575966,-1.15033,-1.3536,2.30653,-0.606569,-0.349845,
2.71361,1.1659,1.03417,1.86804,1.93076,-1.67863,-1.7327,
0.762684,1.79315,2.77135,-0.185674,-1.80582,1.45134,-0.858326,
0.943696,0.107615,1.51324,-1.94523,0.901765,1.92002,1.67265,
0.602542,-1.38109,0.583969,-1.24972,-0.997666,-0.906799,2.01481,
2.11546,1.39402,-0.821768,-0.488166,1.1989,-0.828563,1.93638,
0.2266,-0.79938,-0.572111,1.81014,1.08395,-1.47262,0.434617,
2.05819,0.736938,1.45747,-1.49864,-2.94095,-1.59049,-1.43083,
0.914559,-0.075846,0.969111,-1.28283,0.499124,-2.06947,-0.673559,
-1.69137,-1.56023,2.94487,0.521711,-2.22609,-1.63455,1.25245,
-0.871744,-1.06876,2.11143,-0.831757,-1.18442,-0.586072,-0.762209,
1.33712,0.852698,1.41418,-1.89986,0.112487,-2.04342,2.42244,
-0.895858,-1.67593,1.41356,2.05207,-0.310162,-1.19013,1.75692,
2.83215,0.936808,-2.64657,-1.02048,1.61716,1.33644,-0.142637,
2.94328,1.84169,1.20601,1.23596,-1.78967,-1.86844,1.04648,
-1.6567,-0.193911,1.11127,-1.54943,-1.03384,0.0453291,2.20386,
0.0930876,-0.478123,-0.491316,0.76897,1.06015,-0.671672,-1.66472,
1.28761,0.941307,2.44284,-0.323091,-0.136814,2.04572,-0.744264,
-0.18676,-0.328885,0.0457675,-1.45659,1.01986,1.05191,-2.14007,
0.367863,2.00432,0.996422,0.856448,-0.262157,-0.260866,-0.388623,
0.00167739,-0.890929,2.48793,1.13877,-0.854978,-1.40888,1.05065,
0.887398,1.98355,0.421131,1.73656,-0.859956,-0.146294,-1.06484,
1.17053,0.916313,0.905535,-1.49688,1.911,-1.3076,0.0415923,
-0.920165,-1.38625,-2.42579,-0.460308,-0.686149,-1.51298,0.939445,
0.172661,-1.6151,-2.47922,0.326834,-1.04369,-1.59042,-1.182,
-2.8555,-1.25184,-1.11432,0.841669,-2.43963,2.02949,2.29331,
1.44022,1.70717,2.2541,-1.92492,0.147561,-1.58211,1.60011,
1.57279,0.399304,0.842894,-0.48326,0.27846,1.88158,-2.49856,
-0.715109,-0.217829,0.395841,-1.21361,-0.693515,0.286066,-2.31283,
0.799395,0.895385,2.61361,-0.466001,-1.86223,-1.08319,-2.77485,
-2.13993,-0.941595,2.25574,-0.226661,0.671603,-1.19548,2.33077,
-0.362991,-0.929085,-1.30823,-0.32963,-2.30423,-1.01039,0.153329,
-0.811518,-1.35027,1.98717,-1.21176,-0.884525,1.25215,2.44904,
-0.280257,-0.55724,2.30411,-0.956207,-1.19614,-2.00477,-0.0633217,
-1.05682,-1.8004,-1.26918,0.723606,1.05707,1.27099,-1.38221,
0.336,-1.17013,2.9273,0.152331,-1.53931,0.971152,1.14875,
-2.17158,-1.77999,-2.02029,0.389535,0.849675,0.788775,1.92993,
0.416183,-1.0543,-1.98911,0.381035,2.4966,-0.310889,3.05002,
1.35862,0.158715,-0.878047,1.38247,-1.54285,-0.838263,-2.25186,
-0.587216,-0.149939,-1.40968,0.711273,-1.66407,-0.170749,2.04572,
-1.80534,-1.3981,-1.92318,-1.1809,-1.01415,-1.37358,-2.14492,
0.965359,-0.138749,0.245863,0.697083,1.03671,-0.0898922,0.726836,
-2.68203,-0.669397,0.221153,0.396238,1.89283,0.0681074,0.652682,
1.42399,0.81243,2.43172,-0.645732,-2.9044,1.39058,-0.899353,
-2.55452,-0.574417,1.24585,-0.159283,2.21268,-0.399466,2.80937,
-0.377166,-0.808652,0.953861,-0.79953,-1.98059,-1.60664,-1.07715,
-0.671462,-1.19158,-2.24366,-1.14693,-2.84356,0.458722,-2.80867,
-2.1987,-0.814898,-0.53406,-1.94297,0.0100107,1.24725,2.26012,
-0.65704,-0.418619,2.50183,1.31858,-0.110603,1.21362,-1.57174,
0.777082,0.166913,0.223599,-0.654496,-0.671374,0.118875,-1.92388,
-1.26954,-1.29504,-1.81463,0.364348,2.27258,-2.09052,-2.93382,
-0.310784,-0.231625,-0.998687,-1.93276,0.162363,-0.423574,0.652013,
-0.857175,-1.02658,-1.67585,1.0982,0.113875,1.59919,0.770856,
2.85323,0.615969,-2.09862,1.87648,0.678677,-0.0500721,-1.96487,
-2.41434,-1.30036,-0.894042,-0.630979,-2.75701,1.12821,2.29845,
0.364593,-0.0944997,-2.39551,1.59082,1.89224,1.15255,0.386604,
2.41183,1.16056,2.10789,-0.871919,-1.36752,-1.03051,-1.8971,
0.595306,0.926651,-0.158386,1.99469,1.32054,0.326413,0.91711,
-1.96678,-0.245449,-1.55082,-0.303174,-0.770235,-0.0784002,2.17743,
0.82358,-0.405311,-2.93064,0.948289,2.53013,0.821374,1.75639,
-2.36763,-1.28986,2.69248,0.542206,-1.16008,-1.75461,0.904815,
2.48188,0.530099,2.35611,0.129148,-2.37323,0.061706,-0.411596,
-0.0702032,0.246678,0.357122,0.708564,-2.28863,-0.555842,0.940729,
-2.37101,-0.411369,0.209138,-0.719543,0.595889,0.542558,-0.63352,
-2.03067,-0.0112655,-2.31956,0.174796,-0.862726,0.33973,1.61762,
-2.11901,-0.135447,-2.07208,-1.43875,0.450768,1.60633,-0.174724,
-2.33975,0.245775,-1.82752,-1.20715,1.06013,-1.50404,-2.15911,
-0.872809,0.00376808,-2.41331,-1.4997,1.70839,-0.746489,0.246954,
1.3067,-0.287781,-0.487552,-1.4241,1.67103,-0.574983,1.21527,
-0.872048,-1.22883,0.909501,-0.367757,0.732763,1.66773,-0.967681,
-0.328552,-0.482226,1.26981,0.374313,-0.183978,-1.53114,1.67837,
-0.182475,-0.40438,1.10416,0.909538,-1.09327,-0.796831,-1.1241,
-0.209032,0.0106863,-2.55868,1.7903,0.00351654,0.6546,-0.175881,
-1.80726,-0.678343,-2.61655,-0.208634,-2.69681,-1.73034,-1.13485,
-2.86295,-0.80685,2.54089,-0.255173,0.606045,-0.724529,-0.352132,
-2.2916,-1.53269,-0.180805,-0.518858,-2.744,-0.0209818,1.84469,
-0.408976,-1.62702,0.302495,-1.23732,1.59317,1.4946,2.19948,
-1.62477,0.21067,-2.90981,-0.327785,-2.10433,2.07388,-0.428934,
-0.754957,-0.699199,-2.60603,-1.7201,-2.13391,0.745501,-2.75801,
2.92012,1.37614,-1.34659,0.426539,2.29639,1.96608,-0.652499,
2.02749,1.23279,-2.51124,-1.18122,-2.21845,-1.48738,-0.0908947,
1.06321,0.940991,2.69848,-1.89935,2.01353,0.926217,-1.38,
-1.50465,-1.6578,2.03373,-1.56165,2.00736,-1.5686,1.19103,
-0.475933,-0.960924,-1.48945,1.37308,-2.14873,-0.501169,1.09415,
0.595342,0.427463,-1.37061,1.04417,1.82286,-1.94546,-0.0158879,
2.3554,1.40684,1.49055,0.771138,-0.344284,-1.3983,1.46368,
0.188203,1.4222,1.22115,1.88249,-0.330039,0.147697,1.19688,
1.40852,0.798103,2.3678,0.252142,1.34225,-0.165682,1.54169,
0.948952,0.0892517,-1.45308,-0.895335,-1.33631,-0.0621911,1.39563,
1.08762,0.794266,-1.81106,-0.427646,0.184751,-1.88742,-1.63652,
